transit,proximity_score,access,street,neighbourhood,city,state,zipcode,market,smart_location,country_code,country,ZRENT,cost_property,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities_score,amenities,square_feet,price,yearly_price,ROI,weekly_price,monthly_price,security_deposit,cleaning_fee,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_communication,review_scores_location,pets,first_review,apartment_age
You can catch the #4 bus at the end of the block which will get you to downtown in about 5 minutes or a cab ride will cost you about 10.,3,"The house comes fully equipped with everything you need to make yourself comfortable.  1 King Size Bed 1 Queen Size Bed 1 Twin kid bed 1 Full futon 1 Long Couch 1 Queen Size Blow-up Mattress - Super fast WiFi - Cable TV - Large Awesome Kitchen with dishes, pots and pans - Stainless steel appliances: Dishwasher, Stove, Fridge - Full size washer and dryer - 2 full bathrooms.   Also, The backyard is large and shady. A great place to relax with a cold beverage.","Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"1,975.00",417151,30.26833,-97.71708,House,Entire home/apt,8,2,3,5,18,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,""Self check-in"",Keypad}",,240,87600,109.9959008,,,,75,3,6,6,6,96,10,9,1,13-03-2012,2012
,,,"Austin, TX, United States",Downtown,Austin,TX,78701,Austin,"Austin, TX",US,United States,"1,300.00",374237,30.26778,-97.74563,Condominium,Entire home/apt,6,1,2,2,29,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",Keypad,Refrigerator,""Cooking basics"",Oven}",,149,54385,45.32234921,1299,3500,200,99,0,0,0,0,97,10,10,0,01-09-2012,2012
,,,"Austin, TX, United States",University of Texas,Austin,TX,78705,Austin,"Austin, TX",US,United States,"2,350.00",593735,30.30044,-97.73687,Apartment,Entire home/apt,2,1,1,1,7,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly""}",600,80,29200,-50.81981018,,,275,75,30,60,90,365,,,,0,,
"There are buses on both south Congress and South 1st St.  If you rent a bike then you can get almost anywhere you'd need to go.  There are also pedicabs as well as taxis, Uber and Lyft.  The house is also situated within walking distance to so much, you can get to a lot on foot, you might not need a car!",4,"A chef's kitchen, a seasonally available luxury jacuzzi in private landscaped yard, a great view of downtown Austin.","Austin, TX, United States",South First,Austin,TX,78704,Austin,"Austin, TX",US,United States,"3,450.00",626496,30.24583,-97.75472,House,Entire home/apt,10,2,5,5,37,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",,749,273385,336.3715012,,7000,1000,175,16,36,59,334,98,10,10,0,14-03-2012,2012
,,,"Austin, TX, United States",Westlake Hills,Austin,TX,78746,Austin,"Austin, TX",US,United States,"3,000.00",1446385,30.3024,-97.80719,House,Entire home/apt,6,2,3,3,20,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""Hair dryer"",""Children’s books and toys"",""Hot water"",""Host greets you""}",,495,180675,24.91487398,2995,,675,120,28,58,88,363,100,10,10,0,15-03-2012,2012
"Free Parking at house in driveway or on street. CAB/RideShare: 7 to downtown (Fare, Fasten, RideAustin are recommended alternatives to Uber/Lyft WALK : 1 mile to downtown 6th st. BUS: 2 bus routes are a few blocks away will take you downtown for 1.50 one-way or 2 for day pass.",3,Guest bedroom with full bed  Guest bathroom with essential toiletries Bicycles Washer/Dryer Living Room for relaxing Central HVAC Washer & Dryer (or Line Dry) Hi-speed Wireless Internet  Large equipped kitchen (I love to cook and have all the utensils you could ever need) Kitchen stocked with staples Fresh Eggs from Chickens for breakfast Seasonal greens in the garden Free Parking at house in driveway or on street.,"Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"2,260.00",479818,30.27235,-97.72514,House,Private room,2,1,1,1,36,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed""}",,75,27375,-42.94711745,,,0,15,13,36,63,334,97,10,10,0,19-03-2012,2012
It is about a mile walk to a bus station.,2,Guests will get a key to the house.,"Austin, TX, United States",SW Williamson Co.,Austin,TX,78729,Austin,"Austin, TX",US,United States,"1,150.00",410900,30.45096,-97.76467,House,Private room,6,1.5,2,2,42,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,""Pets live on this property"",Dog(s),""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Host greets you""}",,111,40515,-1.399367243,1000,,0,30,30,60,90,365,99,10,10,1,17-03-2012,2012
,,,"Austin, TX, United States",,Austin,TX,78725,Austin,"Austin, TX",US,United States,"1,905.00",330719,30.23911,-97.58625,Other,Private room,2,1,1,1,11,"{TV,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor fireplace"",Heating,Washer,Dryer}",,100,36500,10.36559738,,,,50,30,60,90,365,,,,1,,
,,,"Austin, TX, United States",Copperfield,Austin,TX,78754,Austin,"Austin, TX",US,United States,"1,550.00",212311,30.36875,-97.65554,House,Private room,4,2,1,1,18,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",2300,109,39785,87.39019646,,,,100,0,0,0,0,,,,1,,
"There is a City Bus that can get you around the neighborhood and to town.  Also, a nice bike ride can get you to Town Lake Hike and Bike Trails as well.  It is a 5 - 10 Minute drive to anywhere in Central Austin and a 10 - 15 cab ride to UT or Downtown.  Very convenient drive to anywhere. There is secure parking at our home for up to 4 spaces and beyond that, please make special arrangements with the owner.  Actually you may walk to the lovely sites around the neighborhood, but I recommend a car or Uber or Capital Metro city bus or bicycling to get around town.",5,"Guests have access to the entire home, the pool and deck facing the West with complete privacy and surrounding 3/4 acre of nature surrounded by bamboo.  There is a swim at your own risk policy.  The driveway is on the complete other side of the house, the East side and there is access to the driveway and the secure parking.","Austin, TX, United States",Tarrytown,Austin,TX,78703,Austin,"Austin, TX",US,United States,"3,436.00",575000,30.31293,-97.76659,House,Entire home/apt,10,3,5,6,53,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""High chair"",""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,450,164250,185.6521739,2700,9000,500,200,7,22,43,270,96,10,10,1,29-10-2012,2012
,,,"Austin, TX, United States",South First,Austin,TX,78704,Austin,"Austin, TX",US,United States,"1,050.00",,30.25333,-97.7523,House,Private room,2,2.5,1,1,35,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",,99,36135,#DIV/0!,,,200,20,11,38,65,333,98,10,10,0,01-04-2012,2012
,,,"Austin, TX, United States",South First,Austin,TX,78704,Austin,"Austin, TX",US,United States,"5,841.00",1370032,30.25304,-97.75301,House,Private room,2,2.5,1,1,35,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",,99,36135,-73.62470366,,,200,20,15,43,68,343,98,10,10,0,05-03-2012,2012
There is a 2-3 block walk to the  bus stop.  Buses are only 2.50 for all day. There is a car rental within walking distance.     We have a couple of loaner bikes for free.,3,"Guests have full house privileges, with the exception of the office and host quarters.  This includes the living room, dining room, and kitchen privileges. During your stay, the bathroom is yours. It is a short walk from the pink room.     The back yard has a chiminea  (outdoor fireplace) and a nice Capitol view if the leaves are down, especially at night in the winter.  There is a flower bed in front and a vegetable garden in back.  A nice pocket park is a half block away with ancient live oaks.","Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"2,500.00",811739,30.27508,-97.72995,House,Private room,2,1,1,2,43,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Handheld shower head""}",,65,23725,-70.77262519,450,1200,0,15,0,2,5,153,96,10,10,1,19-03-2012,2012
,,,"Austin, TX, United States",East Riverside,Austin,TX,78741,Austin,"Austin, TX",US,United States,,675358,30.24468,-97.72442,Condominium,Entire home/apt,4,1,2,2,8,"{""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly""}",1000,250,91250,35.11352497,,,,,0,0,0,0,100,10,8,0,14-03-2012,2012
It is a 30 15 minute Uber/Lyft/Cab ride and a  2.00 1 hour bus ride to downtown Austin.,1,The whole house is yours except the master bedroom.,"Austin, TX, United States",Cherry Creek,Austin,TX,78749,Austin,"Austin, TX",US,United States,"2,800.00",579824,30.20621,-97.85577,House,Entire home/apt,16,2,4,6,73,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Gym,""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",Bathtub,""Stair gates"",""Window guards"",""Fireplace guards"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",Other,""Handheld shower head"",""Shower gel"",""Baking sheet"",""Barbecue utensils"",""Trash can"",""Bread maker""}",,500,182500,214.750683,1600,3000,1000,100,23,36,56,307,96,10,10,1,12-03-2012,2012
Capitol Metro bus system has a Park and Ride bus stop (Pavilion) nearby.  It is a nice 1 mile walk from the house.,3,,"Austin, TX, United States",,Austin,TX,78759,Austin,"Austin, TX",US,United States,"2,300.00",466472,30.42198,-97.76717,House,Private room,2,,1,2,12,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo}",,80,29200,-37.40245931,,,0,10,23,53,83,83,96,10,10,0,03-03-2012,2012
There are bus stops 2 blocks away and light rail about 3/4 mile away.,3,Entire house and yard.,"Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"1,900.00",,30.256,-97.72595,House,Entire home/apt,8,1.5,3,3,39,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",,200,73000,#DIV/0!,,3000,200,75,12,30,52,126,98,10,10,0,13-03-2012,2012
