CPL,MI,HS,CDC,UI,SPL,ICU,BLG,CC
Leaning Republican,High,High,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,High,Medium,AlwaysWearMasks,noncore,Republican,Very High,Lifted,High
Leaning Republican,High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Republican,High,High,AlwaysWearMasks,metropolitan,Democratic,High,>10 People Prohibited,Medium
Heavily Republican,Medium,Very Low,FrequentlyWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Low
Heavily Republican,High,Medium,AlwaysWearMasks,micropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Democrat,Very High,High,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Low,FrequentlyWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,Medium,Expanded Limit to 25 or Fewer,Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Medium
Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,High
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very High
Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Leaning Democrat,High,Very High,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,High,Expanded Limit to Greater Than 25,Very Low
Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,Lifted,Medium
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Low
Even,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Leaning Republican,High,High,AlwaysWearMasks,micropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Leaning Democrat,Very Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,FrequentlyWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Expanded Limit to 25 or Fewer,Low
Heavily Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Even,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Low,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Republican,High,Low,AlwaysWearMasks,noncore,Republican,Very High,Lifted,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Republican,Very High,High,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,High,Medium,AlwaysWearMasks,noncore,Democratic,High,Expanded Limit to Greater Than 25,Medium
Leaning Republican,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,>10 People Prohibited,Very Low
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to 25 or Fewer,Low
Republican,Medium,Low,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Low
Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,High
Republican,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Even,Medium,High,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Very High
Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,High
Heavily Republican,Medium,High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Low
Heavily Republican,Low,High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Medium,New Limit on Large Gatherings in Place,Low
Leaning Democrat,Low,Very High,AlwaysWearMasks,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Very High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Leaning Republican,High,High,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Leaning Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,High,High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Leaning Democrat,High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Medium,AlwaysWearMasks,noncore,Republican,Low,Lifted,Medium
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Low
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Low,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Republican,Medium,Very Low,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Medium
Leaning Republican,Very High,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Low
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Very Low,High,AlwaysWearMasks,micropolitan,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,High,Very Low,FrequentlyWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Leaning Republican,High,Low,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,High,FrequentlyWearMasks,metropolitan,Republican,Low,Lifted,Low
Heavily Republican,High,Very Low,RarelyWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Leaning Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Medium
Even,Low,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,Lifted,High
Heavily Republican,Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Even,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,>10 People Prohibited,Low
Republican,Low,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Low
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,High
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,High,SometimesWearMasks,noncore,Republican,Low,Lifted,Medium
Leaning Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very Low
Leaning Democrat,Very Low,Medium,AlwaysWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Low
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Low
Leaning Democrat,High,Low,AlwaysWearMasks,metropolitan,Republican,Medium,Expanded Limit to Greater Than 25,High
Heavily Republican,Very High,Very High,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,RarelyWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Medium
Even,Medium,Very Low,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Democrat,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Low
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,Very High,Lifted,Very Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very Low
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Very High,Lifted,Low
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Very High
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Democratic,Low,Lifted,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Very High,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,High,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very Low
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,High,>10 People Prohibited,Low
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Democratic,Very High,>10 People Prohibited,Medium
Republican,Very Low,Low,AlwaysWearMasks,micropolitan,Republican,High,Lifted,Medium
Heavily Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Low,Lifted,High
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Low
Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Low,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Democrat,High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,High
Republican,High,Very Low,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Very Low,SometimesWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
