CPL,MI,HS,CDC,UI,SPL,ICU,BLG,CC
Even,Very High,Very Low,Medium,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Even,High,Very Low,Medium,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,Medium,metropolitan,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Very High,Low,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Very High,High,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Leaning Republican,Low,Low,High,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Even,Very High,Very Low,High,metropolitan,Republican,Low,Lifted,Low
Heavily Republican,Very High,Low,Low,micropolitan,Democratic,Low,Gatherings Prohibited,Medium
Leaning Republican,Very High,Very Low,Low,noncore,Democratic,Very High,Gatherings Prohibited,Low
Heavily Democrat,Very Low,Very High,Medium,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Low,Low,metropolitan,Republican,High,Lifted,High
Heavily Republican,Medium,Low,Low,noncore,Republican,Low,Lifted,Very Low
Leaning Democrat,Very Low,High,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Low,Medium,micropolitan,Republican,Very High,Expanded Limit,Low
Leaning Democrat,High,Low,High,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Medium,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Medium,High,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very Low,Very High,Low,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Medium,Low,Low,micropolitan,Republican,High,Lifted,Very High
Republican,Medium,Medium,Medium,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Low,Medium,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Very High,Medium,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Republican,High,Low,High,noncore,Democratic,Low,Expanded Limit,Low
Republican,Medium,High,High,noncore,Democratic,Low,Expanded Limit,Very High
Heavily Republican,High,Low,High,noncore,Democratic,Very High,Gatherings Prohibited,Very Low
Heavily Republican,Very High,Very Low,Low,metropolitan,Republican,Medium,Expanded Limit,Low
Heavily Democrat,Very Low,Low,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very Low,High,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,High,Low,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Medium,Low,Low,noncore,Republican,Low,Lifted,Medium
Heavily Republican,High,Low,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Medium,Low,noncore,Republican,Very High,Lifted,High
Heavily Republican,Low,High,Low,noncore,Republican,Low,Expanded Limit,Very High
Leaning Republican,Very Low,Very High,Medium,noncore,Republican,Low,Expanded Limit,Very High
Heavily Republican,High,High,Low,micropolitan,Republican,Low,Expanded Limit,Very High
Heavily Republican,Low,Medium,Medium,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Very High,High,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very High,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Leaning Republican,Low,High,High,noncore,Republican,Very High,Expanded Limit,Very High
Leaning Democrat,High,High,High,metropolitan,Democratic,Medium,Expanded Limit,High
Leaning Republican,Very High,Very Low,High,metropolitan,Republican,Medium,Lifted,Very Low
Heavily Democrat,Very High,High,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Leaning Republican,Low,High,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,Low,Medium,metropolitan,Republican,Low,Expanded Limit,Medium
Heavily Republican,Low,High,Medium,metropolitan,Republican,Low,Lifted,Low
Heavily Republican,High,Low,Medium,metropolitan,Republican,Medium,Lifted,High
Heavily Republican,Very Low,Medium,Low,noncore,Republican,Low,Lifted,Medium
Even,Medium,Low,High,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very Low,Very High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Very High,Medium,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Medium,Medium,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very Low,Very High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Very High,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Leaning Democrat,Medium,Very Low,Medium,metropolitan,Democratic,Low,Lifted,Low
Heavily Republican,Medium,Medium,Medium,noncore,Democratic,High,Lifted,Low
Even,High,Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Republican,Medium,Medium,High,metropolitan,Democratic,High,Expanded Limit,Very Low
Heavily Republican,Low,Medium,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Even,High,Very Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Democrat,Very Low,Very High,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Republican,Very High,Very Low,Medium,metropolitan,Republican,Low,Expanded Limit,Very Low
Heavily Republican,Very Low,Medium,Low,noncore,Republican,Low,Expanded Limit,Very Low
Heavily Republican,Medium,Medium,High,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Very Low,Low,micropolitan,Republican,High,Lifted,Very High
Heavily Republican,High,Medium,Low,metropolitan,Republican,Low,Expanded Limit,Medium
Heavily Republican,Very High,Medium,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Very High,Medium,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,High,High,metropolitan,Democratic,Low,Expanded Limit,Low
Heavily Republican,Medium,Medium,Medium,noncore,Democratic,Very High,Expanded Limit,Very Low
Leaning Republican,High,High,High,metropolitan,Democratic,Low,Expanded Limit,Low
Heavily Republican,High,Very Low,Medium,micropolitan,Democratic,Low,Lifted,Very High
Heavily Republican,Medium,Low,Medium,noncore,Democratic,Medium,Lifted,Very High
Republican,Low,Medium,Low,noncore,Democratic,Low,Lifted,Very High
Heavily Republican,Very High,High,Low,micropolitan,Democratic,Low,Expanded Limit,Medium
Democrat,Very High,Very Low,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Leaning Republican,High,Low,High,metropolitan,Democratic,High,Expanded Limit,Very Low
Leaning Democrat,Very High,Low,High,metropolitan,Democratic,Low,Expanded Limit,Low
Heavily Democrat,High,Medium,High,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Leaning Republican,High,Low,High,micropolitan,Republican,Medium,Expanded Limit,Low
Heavily Republican,Low,High,Low,micropolitan,Republican,High,Expanded Limit,Low
Heavily Republican,High,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Very Low,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,High,High,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very Low,Very High,High,noncore,Republican,Low,Lifted,Very High
Heavily Republican,High,Very Low,Medium,metropolitan,Republican,High,Lifted,High
Heavily Republican,Medium,Very High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very Low,Very High,High,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Medium,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very Low,Very High,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,High,Medium,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Republican,Very High,Low,High,metropolitan,Democratic,Low,Expanded Limit,Low
Even,Very High,Very Low,High,noncore,Democratic,Medium,Lifted,High
Democrat,Low,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Democrat,Very Low,Very High,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Leaning Republican,Very Low,High,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Medium,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Democrat,Low,Low,Medium,metropolitan,Republican,High,Expanded Limit,Medium
Heavily Republican,Very High,Very Low,Medium,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,High,Medium,noncore,Republican,Low,Lifted,High
Leaning Democrat,Low,High,Medium,metropolitan,Republican,Medium,Lifted,High
Heavily Republican,High,High,Medium,metropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Low,High,Medium,micropolitan,Republican,Medium,Expanded Limit,Very High
Heavily Republican,Medium,Medium,Medium,metropolitan,Republican,High,Expanded Limit,High
Republican,Very High,High,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Very High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Very High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very Low,Very High,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Low,Low,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very Low
Leaning Republican,Very High,Very Low,Medium,metropolitan,Democratic,Medium,Lifted,Very High
Leaning Republican,High,Very Low,Medium,metropolitan,Democratic,Medium,Lifted,Very High
Heavily Republican,Very High,Very Low,Low,metropolitan,Republican,Medium,Expanded Limit,Low
Heavily Republican,Very Low,Very High,High,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,High,High,noncore,Democratic,Low,Expanded Limit,Very Low
Leaning Republican,Low,High,Medium,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,High,High,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very High
Democrat,Very High,Very Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,High,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,Low,Low,micropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Very Low,High,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,High,Medium,metropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Very High,Medium,High,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Very High,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Medium,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Very High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,High,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,High,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Low,Medium,metropolitan,Republican,Low,Expanded Limit,Low
Democrat,Very High,Low,High,micropolitan,Republican,High,Expanded Limit,Very Low
Republican,Very High,Medium,High,metropolitan,Democratic,Low,Expanded Limit,Very Low
Heavily Republican,Very High,Low,High,metropolitan,Democratic,Medium,Gatherings Prohibited,Medium
Heavily Republican,Very High,Low,Low,noncore,Republican,Very High,Expanded Limit,Medium
Heavily Republican,High,Very Low,Low,micropolitan,Republican,Very High,Expanded Limit,High
Heavily Republican,Low,Very Low,Low,noncore,Republican,Low,Expanded Limit,Low
Heavily Democrat,Very Low,Very High,High,metropolitan,Democratic,Medium,Expanded Limit,Very High
Republican,High,Medium,High,metropolitan,Democratic,Low,Expanded Limit,Very Low
Heavily Republican,Very High,Very Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very High,Very Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Even,Low,High,Medium,metropolitan,Republican,Medium,Lifted,Very High
Leaning Democrat,Low,Very Low,Low,micropolitan,Republican,Very High,Lifted,Very High
Heavily Republican,Very High,Low,Low,noncore,Republican,Low,Lifted,High
Heavily Republican,Low,Low,Low,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Medium,Expanded Limit,Low
Heavily Republican,Low,High,Low,micropolitan,Republican,Low,Expanded Limit,Medium
Heavily Republican,Very High,Medium,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,High,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,High,Medium,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very High,Very Low,High,noncore,Republican,High,Expanded Limit,Very Low
Democrat,Low,Very High,High,noncore,Democratic,Low,Expanded Limit,Very High
Republican,Very High,Low,High,metropolitan,Democratic,Low,Expanded Limit,Low
Heavily Republican,Very Low,Very High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
